url,listing_id,zipcode,monthly_rent,bedrooms,bathrooms,square_feet,walk_score,transit_score,deposit,latitude,longitude,neighborhood,nbhd
https://www.apartments.com/riverbend-apartments-indianapolis-in/kd9l6e8/,kd9l6e8,46250,1085,1,1,605,24,27,1085,39.91523,-86.08174,Castleton,Castleton
https://www.apartments.com/edison-at-meridian-hills-indianapolis-in/14y45t7/,14y45t7,46260,1029,1,1,900,25,23,1029,39.87362,-86.17296,Delaware Trails,Delaware Trails
https://www.apartments.com/the-towers-at-crooked-creek-senior-housing-indianapolis-in/dedm88k/,dedm88k,46268,912,1,1,575,58,28,912,39.89932,-86.21779,Augusta,Augusta
https://www.apartments.com/townhomes-at-fall-creek-place-indianapolis-in/qs8znhy/,qs8znhy,46205,1449,2,1,890,66,52,200,39.80129,-86.15219,Fall Creek Place,Fall Creek Place
https://www.apartments.com/wynbrooke-senior-apartments-indianapolis-in/3yqsq4g/,3yqsq4g,46298,1130,1,1,625,1,0,1130,39.79339,-86.33871,Avon,Avon
https://www.apartments.com/suncrest-apartments-indianapolis-in/js7tfx6/,js7tfx6,46241,911,1,1,648,52,33,911,39.75148,-86.2617,Garden City,Garden City
https://www.apartments.com/fountain-lake-villas-indianapolis-in/e55tvvn/,e55tvvn,46227,795,1,1,777,69,32,200,39.6394,-86.12187,South Perry,South Perry
https://www.apartments.com/the-sheldrake-apartments-indianapolis-in/gcybyew/,gcybyew,46208,545,0,1,333,68,52,545,39.79879,-86.15743,Near Northside,Near Northside
https://www.apartments.com/pangea-hills-indianapolis-in/1ebfcf4/,1ebfcf4,46224,797,1,1,625,31,32,797,39.7729,-86.25445,Garden City,Garden City
https://www.apartments.com/meridian-lakes-indianapolis-in/6cmw9er/,6cmw9er,46260,720,1,1,475,9,23,720,39.88802,-86.17099,Delaware Trails,Delaware Trails
https://www.apartments.com/pangea-vineyards-indianapolis-in/hsgrr03/,hsgrr03,46235,640,0,1,414,39,35,640,39.83137,-85.98991,Far Eastside,Far Eastside
https://www.apartments.com/gardens-of-canal-court-indianapolis-in/n2n426m/,n2n426m,46202,1094,1,1,875,78,55,1094,39.77731,-86.16644,The Canal,The Canal
https://www.apartments.com/westbury-court-indianapolis-in/sxe2e05/,sxe2e05,46268,571,1,1,467,31,25,571,39.89436,-86.2404,Augusta,Augusta
https://www.apartments.com/park-66-flats-indianapolis-in/1lgcv47/,1lgcv47,46220,1421,0,1,651,74,39,1421,39.87615,-86.14376,Broad Ripple,Broad Ripple
https://www.apartments.com/creek-bay-at-meridian-woods-indianapolis-in/g7w9txz/,g7w9txz,46217,920,1,1,720,24,0,920,39.66895,-86.17844,Linden Wood,Linden Wood
https://www.apartments.com/autumn-chase-indianapolis-in/bb8w3l9/,bb8w3l9,46227,1009,1,1,761,4,16,1009,39.64537,-86.10235,South Perry,South Perry
https://www.apartments.com/wheeler-lofts-indianapolis-in/wf2nmdk/,wf2nmdk,46203,1129,1,1,1515,87,40,1129,39.74998,-86.14111,Fountain Square,Fountain Square
https://www.apartments.com/spicewood-indianapolis-in/cfbjm7e/,cfbjm7e,46227,569,0,1,288,49,34,569,39.71211,-86.15187,North Perry,North Perry
https://www.apartments.com/parkhaven-apartments-indianapolis-in/tx4j6k8/,tx4j6k8,46219,740,1,1,625,13,30,400,39.79421,-86.0276,East Warren,East Warren
https://www.apartments.com/the-ripple-indianapolis-in/46bl3ml/,46bl3ml,46220,1950,2,1,1128,76,36,1950,39.86905,-86.13429,Indianapolis,Indianapolis
https://www.apartments.com/the-stratford-indianapolis-in/b0derkb/,b0derkb,46224,630,0,1,363,25,31,630,39.81323,-86.2503,Eagledale,Eagledale
https://www.apartments.com/pangea-fields-indianapolis-in/zkfrydz/,zkfrydz,46222,791,1,1,662,25,33,791,39.8166,-86.21644,Eagledale,Eagledale
https://www.apartments.com/broad-ripple-apartments-indianapolis-in/9b499y4/,9b499y4,46220,1050,2,1,800,90,38,250,39.86822,-86.14039,Broad Ripple,Broad Ripple
https://www.apartments.com/abney-lake-indianapolis-in/m86v9ql/,m86v9ql,46222,723,1,1,700,14,30,723,39.82218,-86.21844,Eagledale,Eagledale
https://www.apartments.com/pleasant-run-senior-apartments-indianapolis-in/y6xs26s/,y6xs26s,46237,1210,1,1,625,26,23,1210,39.64506,-86.08631,South Perry,South Perry
https://www.apartments.com/tgm-shadeland-station-indianapolis-in/9kktqc6/,9kktqc6,46256,940,1,1,700,25,30,940,39.88415,-86.04064,I-69 Fall Creek,I-69 Fall Creek
https://www.apartments.com/lake-castleton-indianapolis-in/qedv4jz/,qedv4jz,46256,775,0,1,431,53,33,775,39.89247,-86.04506,I-69 Fall Creek,I-69 Fall Creek
https://www.apartments.com/harbour-pointe-indianapolis-in/k8t6sgb/,k8t6sgb,46205,969,1,1,650,19,32,969,39.83699,-86.11344,Millersville,Millersville
https://www.apartments.com/schoolhouse-flats-indianapolis-in/570n2zm/,570n2zm,46219,969,1,1,700,43,26,969,39.76498,-86.06451,Irvington,Irvington
https://www.apartments.com/the-legend-at-speedway-speedway-in/h0yhfl2/,h0yhfl2,46224,892,1,1,571,54,0,892,39.79611,-86.25251,Speedway,Speedway
https://www.apartments.com/canterbury-house-apartments-mann-road-indianapolis-in/21mgzzc/,21mgzzc,46221,932,1,1,792,1,0,932,39.6689,-86.25131,Valley Mills,Valley Mills
https://www.apartments.com/metropolitan-fishers-fishers-in/423jv2l/,423jv2l,46038,1175,1,1,801,21,0,1175,39.9359,-86.05721,Fishers,Fishers
https://www.apartments.com/grande-reserve-at-geist-indianapolis-in/p6wm8vs/,p6wm8vs,46236,1050,1,1,771,54,0,1050,39.90129,-85.96557,Geist,Geist
https://www.apartments.com/512-e-minnesota-st-indianapolis-in/pe2bf9r/,pe2bf9r,46203,899,0,1,565,63,39,899,39.74493,-86.14895,Bates-Hendricks,Bates-Hendricks
https://www.apartments.com/redwood-indianapolis-indianapolis-in/08xl6e3/,08xl6e3,46237,1499,2,2,1127,17,19,500,39.65263,-86.07,South Franklin,South Franklin
https://www.apartments.com/briergate-indianapolis-in/s460sx4/,s460sx4,46229,635,1,1,576,23,30,250,39.80905,-86.00737,Far Eastside,Far Eastside
https://www.apartments.com/the-boardwalk-at-westlake-indianapolis-in/r7tm5g1/,r7tm5g1,46224,613,0,1,441,17,32,613,39.77177,-86.26394,Garden City,Garden City
https://www.apartments.com/auburn-hill-indianapolis-in/rwx3ej1/,rwx3ej1,46224,950,1,1,722,44,34,950,39.77829,-86.26218,Garden City,Garden City
https://www.apartments.com/the-connect-apartments-indianapolis-in/7dj986y/,7dj986y,46260,750,1,1.5,875,12,30,750,39.90054,-86.19403,St Vincent Greenbriar,St Vincent Greenbriar
https://www.apartments.com/cross-creek-apartments-indianapolis-in/0zh5801/,0zh5801,46254,715,1,1,510,41,25,715,39.85794,-86.2428,Snacks Guion Creek,Snacks Guion Creek
https://www.apartments.com/spinnaker-court-indianapolis-in/704rmdz/,704rmdz,46214,610,1,1,470,14,30,610,39.82,-86.29108,Eagle Creek,Eagle Creek
https://www.apartments.com/estates-of-creekside-apartments-indianapolis-in/jxbt7z5/,jxbt7z5,46227,999,1,1,675,61,27,999,39.6489,-86.11477,South Perry,South Perry
https://www.apartments.com/the-hermitage-indianapolis-in/b01lk1b/,b01lk1b,46224,965,1,1,665,62,0,965,39.79725,-86.25604,Indianapolis,Indianapolis
https://www.apartments.com/woods-of-castleton-indianapolis-in/694cxws/,694cxws,46256,884,1,1,700,34,34,884,39.90704,-86.03915,I-69 Fall Creek,I-69 Fall Creek
https://www.apartments.com/pine-glen-apartments-indianapolis-in/w9l6zzk/,w9l6zzk,46227,785,1,1,608,62,27,785,39.70603,-86.15529,North Perry,North Perry
https://www.apartments.com/park-at-eagle-creek-indianapolis-in/ryvxv93/,ryvxv93,46254,1063,1,1,751,7,11,200,39.85147,-86.27963,Eagle Creek,Eagle Creek
https://www.apartments.com/eagle-creek-apartments-indianapolis-in/b2rgj4c/,b2rgj4c,46234,1060,1,1,910,0,0,1060,39.82798,-86.31498,Eagle Creek,Eagle Creek
https://www.apartments.com/beechmill-apartments-indianapolis-in/rncfre2/,rncfre2,46227,860,1,1,650,51,26,860,39.64167,-86.13442,South Perry,South Perry
https://www.apartments.com/regency-lihtc-indianapolis-in/2zv7v1c/,2zv7v1c,46227,662,1,1,698,38,22,662,39.68527,-86.15546,Southdale,Southdale
https://www.apartments.com/scandia-apartments-indianapolis-in/9er4df5/,9er4df5,46250,899,1,1,780,35,0,899,39.92207,-86.07089,Castleton,Castleton
https://www.apartments.com/ayr-indianapolis-in/fkdb8hv/,fkdb8hv,46220,995,0,1,508,51,33,250,39.86594,-86.11725,Glendale,Glendale
https://www.apartments.com/the-lodge-at-trails-edge-indianapolis-in/1wp4yw6/,1wp4yw6,46240,999,1,1,652,32,18,999,39.92478,-86.13803,Nora Far Northside,Nora Far Northside
https://www.apartments.com/the-continental-towers-at-vermont-place-indianapolis-in/lskywte/,lskywte,46204,1020,1,1,550,96,67,1020,39.77318,-86.15808,Indianapolis,Indianapolis
https://www.apartments.com/the-marott-apartments-indianapolis-in/cqv6bmf/,cqv6bmf,46208,1645,2,2,1092,54,52,1645,39.80517,-86.15595,Mapleton Fall Creek,Mapleton Fall Creek
https://www.apartments.com/waterfront-terrace-apartments-indianapolis-in/pr9m19s/,pr9m19s,46224,1070,3,2,1034,26,34,1070,39.81831,-86.2466,Eagledale,Eagledale
https://www.apartments.com/circle-city-apartments-indianapolis-in/xbcddnp/,xbcddnp,46202,2043,2,2.5,1700,62,57,2043,39.78487,-86.15695,Near Northside,Near Northside
https://www.apartments.com/cloverleaf-apartments-townhomes-indianapolis-in/11b7pf4/,11b7pf4,46241,860,3,1.5,1240,43,33,860,39.75402,-86.26146,Garden City,Garden City
https://www.apartments.com/forest-ridge-indianapolis-in/52ygmmm/,52ygmmm,46260,1420,4,2,1487,4,28,1420,39.89281,-86.2015,Crooked Creek,Crooked Creek
https://www.apartments.com/chateau-de-ville-indianapolis-in/shng817/,shng817,46220,1567,3,2.5,1650,13,0,1567,39.8526,-86.10157,Millersville,Millersville
https://www.apartments.com/greentree-apartments-indianapolis-in/zt52kcx/,zt52kcx,46227,739,3,2,1140,57,28,739,39.65224,-86.11846,South Perry,South Perry
https://www.apartments.com/community-place-indianapolis-in/ds91f3k/,ds91f3k,46227,1575,4,2.5,1306,38,26,1575,39.63769,-86.13717,South Perry,South Perry
https://www.apartments.com/avia-lofts-at-founders-road-indianapolis-in/deszx0j/,deszx0j,46268,1210,2,2,750,59,32,1210,39.91296,-86.2218,College Park,College Park
https://www.apartments.com/sawmill-apartments-indianapolis-in/peg11lr/,peg11lr,46237,929,2,1.5,950,2,23,929,39.70174,-86.10543,South Emerson,South Emerson
https://www.apartments.com/alpine-studios-indianapolis-in/0mdymh2/,0mdymh2,46221,1250,2,2,992,24,20,1250,39.69927,-86.26178,Valley Mills,Valley Mills
https://www.apartments.com/crooked-creek-indianapolis-in/2w29ek8/,2w29ek8,46268,1125,2,1.5,1000,26,30,1125,39.90463,-86.22775,Augusta,Augusta
https://www.apartments.com/fountainhead-apartments-indianapolis-in/zc8hs9x/,zc8hs9x,46260,1200,3,2,1553,14,31,1200,39.90189,-86.1915,St Vincent Greenbriar,St Vincent Greenbriar
https://www.apartments.com/encore-55-boutique-apartments-indianapolis-in/4kxjcbl/,4kxjcbl,46250,2045,2,2,1381,40,30,2045,39.89032,-86.05393,Devonshire,Devonshire
https://www.apartments.com/pheasant-run-indianapolis-in/xwhrc8m/,xwhrc8m,46239,1940,3,2,1173,28,15,250,39.75601,-86.02747,Raymond Park,Raymond Park
https://www.apartments.com/10-west-apartments-indianapolis-in/exff7em/,exff7em,46214,1574,3,2.5,1288,47,30,1574,39.77758,-86.2995,Chapel Hill Ben Davis,Chapel Hill Ben Davis
https://www.apartments.com/m-club-apartments-indianapolis-in/tvqshg8/,tvqshg8,46226,2075,2,2,933,8,0,2075,39.85914,-86.04565,Indianapolis,Indianapolis
https://www.apartments.com/pier-39-apartments-townhomes-indianapolis-in/e8l367m/,e8l367m,46214,1400,3,2.5,1340,31,32,1400,39.82098,-86.28792,Bayhead Village,Bayhead Village
https://www.apartments.com/residences-on-ronald-reagan-avon-in/z3sttzz/,z3sttzz,46123,1900,3,2,1510,20,0,1900,39.7552,-86.33588,Avon,Avon
https://www.apartments.com/waterside-at-castleton-indianapolis-in/c44rsgf/,c44rsgf,46256,1205,2,2,950,35,34,1205,39.90718,-86.04016,I-69 Fall Creek,I-69 Fall Creek
https://www.apartments.com/keeneland-crest-apartments-indianapolis-in/f7s4x3t/,f7s4x3t,46237,1400,2,2,1040,13,20,1400,39.64775,-86.07163,South Franklin,South Franklin
https://www.apartments.com/mariners-village-apartments-indianapolis-in/kkkbnt8/,kkkbnt8,46214,1435,2,2,1339,11,26,1435,39.80982,-86.28557,Key Meadows,Key Meadows
https://www.apartments.com/roberts-school-flats-indianapolis-in/gvzs7ww/,gvzs7ww,46201,2009,2,2,1377,44,43,2009,39.78059,-86.13234,Near Eastside,Near Eastside
https://www.apartments.com/willow-glen-east-indianapolis-in/0nme9y2/,0nme9y2,46229,1080,3,1.5,1358,20,23,1080,39.80888,-85.99186,Far Eastside,Far Eastside
https://www.apartments.com/maple-court-indianapolis-in/mkh7pxk/,mkh7pxk,46205,729,2,1.5,750,60,50,729,39.81998,-86.15521,Mapleton Fall Creek,Mapleton Fall Creek
https://www.apartments.com/summerwood-on-towne-line-apartments-indianapolis-in/8lwxpw3/,8lwxpw3,46268,1348,3,2,1269,46,35,1348,39.909,-86.20508,Augusta,Augusta
https://www.apartments.com/waterfront-pointe-indianapolis-in/vgjx0nf/,vgjx0nf,46214,1400,3,2,1213,16,26,1400,39.80898,-86.28207,Key Meadows,Key Meadows
https://www.apartments.com/serenity-manor-independent-living-senior-55-indianapolis-in/rh4lxt1/,rh4lxt1,46219,1075,2,2,800,47,0,150,39.78583,-86.04774,Warren Park,Warren Park
https://www.apartments.com/five-twenty-virginia-indianapolis-in/tf7y05c/,tf7y05c,46203,1539,2,1.5,1044,80,60,1539,39.75937,-86.14698,Fletcher Place,Fletcher Place
https://www.apartments.com/oaks-of-eagle-creek-indianapolis-in/f9pykwt/,f9pykwt,46254,1240,2,2,1064,3,17,1240,39.84942,-86.28057,Eagle Creek,Eagle Creek
https://www.apartments.com/aspen-chase-indianapolis-in/3fwd4ye/,3fwd4ye,46254,1184,3,1.5,1200,22,18,1184,39.85682,-86.25394,Snacks Guion Creek,Snacks Guion Creek
https://www.apartments.com/sherman-village-indianapolis-in/r6c49f2/,r6c49f2,46237,940,3,1.5,1300,8,22,300,39.69968,-86.10054,South Emerson,South Emerson
https://www.apartments.com/the-bristol-camby-in/2cnx9k9/,2cnx9k9,46113,1775,2,2,1003,2,0,1775,39.651,-86.31551,Camby,Camby
https://www.apartments.com/la-joya-apartmemts-indianapolis-in/bqbdfk8/,bqbdfk8,46254,1009,3,2,1160,8,31,1009,39.83684,-86.23683,Snacks Guion Creek,Snacks Guion Creek
https://www.apartments.com/double-creek-flats-plainfield-in/txwe7h8/,txwe7h8,46168,2135,3,2,1279,10,0,2135,39.73095,-86.32867,Six Points,Six Points
https://www.apartments.com/the-george-indianapolis-in/xbfg8nm/,xbfg8nm,46254,1830,3,2,1032,47,25,500,39.85829,-86.23949,Snacks Guion Creek,Snacks Guion Creek
https://www.apartments.com/willow-glen-south-beech-grove-in/yspwdms/,yspwdms,46107,1455,3,1.5,1358,22,0,1455,39.69633,-86.09569,South Emerson,South Emerson
https://www.apartments.com/el-dorado-apartments-indianapolis-in/ykg55ts/,ykg55ts,46222,989,4,2.5,1500,17,29,989,39.79731,-86.22038,Eagledale,Eagledale
https://www.apartments.com/warren-harbor-apartments-indianapolis-in/xyq576q/,xyq576q,46229,1025,3,2,1375,43,27,1025,39.79841,-86.00411,East Warren,East Warren
https://www.apartments.com/auburn-place-apartments-greenwood-in/mrhlqsh/,mrhlqsh,46142,1212,3,1.5,1452,69,0,1212,39.62688,-86.12267,Southside Indianapolis,Southside Indianapolis
https://www.apartments.com/waterford-place-apartments-indianapolis-in/z7qvldy/,z7qvldy,46227,1400,2,2,1200,37,23,300,39.64502,-86.14081,Hill Valley,Hill Valley
https://www.apartments.com/pebble-point-indianapolis-in/25d65cb/,25d65cb,46214,1224,3,2.5,1345,9,22,1224,39.80953,-86.29266,Key Meadows,Key Meadows
https://www.apartments.com/lakes-of-windsor-indianapolis-in/qhe6kqz/,qhe6kqz,46237,1620,3,2,1402,49,22,1620,39.66213,-86.0748,South Franklin,South Franklin
https://www.apartments.com/fountain-parc-indianapolis-in/stmjg25/,stmjg25,46220,1375,3,2.5,1432,39,23,1375,39.86907,-86.08718,Allisonville,Allisonville
https://www.apartments.com/pangea-groves-indianapolis-in/7n3965x/,7n3965x,46205,1202,4,2,1200,67,37,1202,39.84626,-86.13814,Fairgrounds,Fairgrounds
https://www.apartments.com/summit-at-keystone-indianapolis-in/4k5tfcj/,4k5tfcj,46220,1479,3,1.5,1056,56,22,1479,39.87796,-86.11965,Glendale,Glendale
https://www.apartments.com/river-road-apartments-indianapolis-in/bd3nqyb/,bd3nqyb,46240,1130,2,2,1140,14,18,1130,39.92295,-86.09619,Keystone,Keystone
https://www.apartments.com/english-village-indianapolis-in/n1mpqgq/,n1mpqgq,46239,1004,2,1.5,770,15,21,1004,39.75945,-86.03487,East Gate,East Gate
https://www.apartments.com/la-perla-apartments-indianapolis-in/njf4knq/,njf4knq,46224,1200,3,2,1200,47,34,1200,39.81395,-86.25488,Eagledale,Eagledale
https://www.apartments.com/buffalo-creek-apartments-indianapolis-in/9pcxtn7/,9pcxtn7,46227,1359,2,2,903,27,22,1359,39.63598,-86.14637,Hill Valley,Hill Valley
https://www.apartments.com/island-club-indianapolis-in/92neyw5/,92neyw5,46214,1549,2,2,1055,12,21,1549,39.81118,-86.29642,Key Meadows,Key Meadows
https://www.apartments.com/buckingham-balmoral-indianapolis-in/nsk3g2n/,nsk3g2n,46208,2169,4,2,1983,42,51,300,39.81229,-86.15615,Mapleton Fall Creek,Mapleton Fall Creek
https://www.apartments.com/windsor-court-indianapolis-in/t033keb/,t033keb,46227,989,2,2,1140,62,29,989,39.6603,-86.12355,South Perry,South Perry
https://www.apartments.com/benjamin-court-indianapolis-in/b2m9y49/,b2m9y49,46216,890,2,2,966,41,0,890,39.86068,-86.00166,Indianapolis,Indianapolis
https://www.apartments.com/williamsburg-north-indianapolis-in/12583v4/,12583v4,46220,1707,4,2,1520,37,25,1707,39.87014,-86.09238,Allisonville,Allisonville
https://www.apartments.com/steeplechase-at-shiloh-crossing-avon-in/wg2q5dj/,wg2q5dj,46123,2265,3,2,1204,48,0,2265,39.76668,-86.34127,Avon,Avon
https://www.apartments.com/covered-bridge-apartments-indianapolis-in/pxtqp0v/,pxtqp0v,46268,890,2,2,1000,42,25,890,39.87621,-86.2419,Augusta,Augusta
https://www.apartments.com/jade-north-apartments-indianapolis-in/900nq35/,900nq35,46220,1054,3,2,1136,76,39,1054,39.87543,-86.14534,Broad Ripple,Broad Ripple
https://www.apartments.com/stone-lake-indianapolis-in/xs5pjtm/,xs5pjtm,46227,891,2,2,902,30,27,891,39.70734,-86.11183,University Heights,University Heights
https://www.apartments.com/fishermans-village-indianapolis-in/tx0get8/,tx0get8,46214,1160,2,2,888,7,24,1160,39.8114,-86.29096,Key Meadows,Key Meadows
https://www.apartments.com/the-residences-on-56th-street-indianapolis-in/9ls8wv4/,9ls8wv4,46226,1875,3,2,2645,1,19,1875,39.85997,-86.05181,Brendonwood,Brendonwood
https://www.apartments.com/canal-square-indianapolis-in/es6xb9n/,es6xb9n,46202,2014,2,2,1300,82,58,2014,39.77224,-86.16547,The Canal,The Canal
https://www.apartments.com/tgm-avalon-lake-indianapolis-in/cybeetg/,cybeetg,46220,1455,3,2.5,1345,54,0,1455,39.8791,-86.07113,Devonshire,Devonshire
https://www.apartments.com/iron-works-at-keystone-indianapolis-in/ett7jnp/,ett7jnp,46240,2160,2,2,1408,41,30,2160,39.91151,-86.11631,North Central,North Central
https://www.apartments.com/sunrise-on-the-monon-carmel-in/65b75sv/,65b75sv,46280,2340,3,2,1627,5,0,200,39.93158,-86.13058,Carmel,Carmel
https://www.apartments.com/serenity-park-apartments-indianapolis-in/vqss72e/,vqss72e,46235,834,2,1.5,1101,46,35,834,39.82896,-86.0084,Far Eastside,Far Eastside
https://www.apartments.com/senate-manor-indianapolis-in/t6e6cb9/,t6e6cb9,46204,914,1,1.5,666,90,63,914,39.77541,-86.16272,Circle City,Circle City
https://www.apartments.com/park-view-at-beech-grove-indianapolis-in/15q2gr7/,15q2gr7,46203,1255,4,2.5,1410,31,0,1255,39.71505,-86.07455,Indianapolis,Indianapolis
https://www.apartments.com/7-pointe-indianapolis-in/5538nvn/,5538nvn,46205,1460,3,2,1290,42,29,1460,39.84378,-86.11561,Millersville,Millersville
https://www.apartments.com/pangea-riverside-indianapolis-in/jfcwe05/,jfcwe05,46222,1470,3,1.5,1200,10,35,1470,39.80419,-86.20448,Marian Cold Springs,Marian Cold Springs
https://www.apartments.com/marabou-mills-indianapolis-in/01zxcw0/,01zxcw0,46214,1200,2,2,864,6,25,300,39.8172,-86.29673,Eagle Creek,Eagle Creek
https://www.apartments.com/82-flats-at-the-crossing-indianapolis-in/wqb0jel/,wqb0jel,46240,2004,2,2,1199,56,28,2004,39.91134,-86.09907,Keystone,Keystone
https://www.apartments.com/willowood-east-indianapolis-in/svfmsh4/,svfmsh4,46235,982,2,2,864,22,0,350,39.82499,-85.96774,Far Eastside,Far Eastside
https://www.apartments.com/lenox-apartments-indianapolis-in/qkrlqry/,qkrlqry,46226,1300,2,2,1200,13,0,1300,39.85203,-86.04857,Brendonwood,Brendonwood
https://www.apartments.com/estates-at-crystal-bay-indianapolis-in/lphwkge/,lphwkge,46260,1275,3,1.5,1300,14,29,1275,39.8818,-86.20108,Crooked Creek,Crooked Creek
https://www.apartments.com/suites-of-irvington-indianapolis-in/7tlqqyy/,7tlqqyy,46219,750,2,1.5,700,76,37,750,39.77119,-86.06886,Irvington,Irvington
https://www.apartments.com/eagle-creek-court-indianapolis-in/8036fh3/,8036fh3,46224,1021,2,2,1140,59,0,1021,39.7959,-86.26652,Indianapolis,Indianapolis
https://www.apartments.com/forte-indianapolis-in/rj1vxq0/,rj1vxq0,46203,1490,1,1.5,743,87,40,1490,39.75031,-86.14019,Downtown Indianapolis,Downtown Indianapolis
https://www.apartments.com/beech-meadow-apartments-beech-grove-in/1fekcr7/,1fekcr7,46107,1079,4,2,1310,41,0,1079,39.71219,-86.07882,Indianapolis,Indianapolis
https://www.apartments.com/aspen-lakes-indianapolis-in/2hstxm9/,2hstxm9,46217,1570,3,2,1512,31,0,200,39.66224,-86.19528,Glenns Valley,Glenns Valley
https://www.apartments.com/2131-north-indianapolis-in/cs7hned/,cs7hned,46202,1500,2,2,1143,68,53,500,39.79625,-86.15701,Near Northside,Near Northside
https://www.apartments.com/south-haven-village-apartments-indianapolis-in/fs7exkr/,fs7exkr,46227,1922,3,2,1299,47,30,1922,39.65318,-86.13174,South Perry,South Perry
https://www.apartments.com/annhurst-apartments-indianapolis-in/72zgngx/,72zgngx,46268,1200,2,2,864,42,25,1200,39.87537,-86.24278,Indianapolis,Indianapolis
https://www.apartments.com/stone-ridge-apartments-indianapolis-in/cf3g5yg/,cf3g5yg,46241,1750,3,2.5,1836,13,23,1750,39.68599,-86.2857,Ameriplex,Ameriplex
https://www.apartments.com/broad-ripple-trails-indianapolis-in/3e4ddce/,3e4ddce,46220,1299,3,2,1343,66,36,1299,39.84781,-86.13565,Canterbury-Chatard,Canterbury-Chatard
https://www.apartments.com/carlyle-court-indianapolis-in/67sb6wr/,67sb6wr,46240,1096,2,2,1140,35,20,1096,39.92558,-86.14261,Nora Far Northside,Nora Far Northside
https://www.apartments.com/aspen-pointe-apartments-indianapolis-in/f70mgxs/,f70mgxs,46221,1184,2,1.5,814,29,22,1184,39.69624,-86.26328,Valley Mills,Valley Mills
https://www.apartments.com/landmark-indianapolis-in/rk29pg3/,rk29pg3,46260,1522,3,2.5,1750,6,27,1522,39.8921,-86.19402,Crooked Creek,Crooked Creek
https://www.apartments.com/the-retreat-on-washington-indianapolis-in/ys1r1lr/,ys1r1lr,46222,1034,2,1.5,955,43,37,1034,39.76915,-86.20889,Hawthorne,Hawthorne
https://www.apartments.com/slate-run-indianapolis-in/nsp9sjq/,nsp9sjq,46268,1040,2,2,864,5,21,1040,39.92581,-86.213,College Park,College Park
https://www.apartments.com/parc-bordeaux-apartments-indianapolis-in/dhmbxyh/,dhmbxyh,46227,1015,2,1.5,1051,24,20,1015,39.69542,-86.10906,Edgewood,Edgewood
https://www.apartments.com/historic-marcy-village-indianapolis-in/jxccjs4/,jxccjs4,46205,1350,2,1.5,915,51,36,1350,39.8399,-86.13404,Indianapolis,Indianapolis
https://www.apartments.com/bristol-square-indianapolis-in/9z1pt66/,9z1pt66,46229,1005,3,2.5,1379,7,24,1005,39.80332,-85.98238,Far Eastside,Far Eastside
https://www.apartments.com/the-steeples-on-washington-indianapolis-in/6xmskxt/,6xmskxt,46222,1323,3,2,1359,60,35,1323,39.76619,-86.20841,Hawthorne,Hawthorne
https://www.apartments.com/mozzo-indianapolis-in/mklzg7h/,mklzg7h,46203,2013,2,2,1069,80,61,2013,39.75908,-86.14738,Fletcher Place,Fletcher Place
https://www.apartments.com/a-62-indianapolis-in/bdbc678/,bdbc678,46220,1350,3,1.5,1064,40,26,1350,39.86737,-86.09608,Allisonville,Allisonville
https://www.apartments.com/northwoods-apartments-indianapolis-in/3cnsc5d/,3cnsc5d,46234,846,2,1.5,800,31,30,846,39.77615,-86.32358,Chapel Hill Ben Davis,Chapel Hill Ben Davis
https://www.apartments.com/highland-pointe-indianapolis-in/g6l4b7y/,g6l4b7y,46228,1025,2,2,1050,27,25,1025,39.85027,-86.19394,Wynnedale Spring Hill,Wynnedale Spring Hill
https://www.apartments.com/lighthouse-landings-indianapolis-in/efqw9gn/,efqw9gn,46217,2068,2,2,1100,21,0,2068,39.66844,-86.19806,Southern Dunes,Southern Dunes
https://www.apartments.com/brockton-apartments-townhomes-indianapolis-in/n7gqz6n/,n7gqz6n,46220,1584,3,2.5,1650,25,29,1584,39.85694,-86.11167,Indianapolis,Indianapolis
https://www.apartments.com/historic-audubon-court-indianapolis-in/pjywwws/,pjywwws,46219,1200,4,1.5,1653,77,37,1200,39.77049,-86.06985,Irvington,Irvington
https://www.apartments.com/wellington-village-indianapolis-in/tpjvd9c/,tpjvd9c,46219,1045,3,2,1340,10,34,350,39.79175,-86.03219,East Warren,East Warren
https://www.apartments.com/strawbridge-green-indianapolis-in/w5vpx1h/,w5vpx1h,46237,1200,3,2.5,1311,7,26,1200,39.69952,-86.09752,South Emerson,South Emerson
https://www.apartments.com/wellington-square-apartments-indianapolis-in/34js65e/,34js65e,46220,865,2,1.5,870,87,39,865,39.87245,-86.14551,Broad Ripple,Broad Ripple
https://www.apartments.com/madison-lofts-indianapolis-in/zpq104w/,zpq104w,46225,1324,2,1.5,929,50,35,1324,39.74754,-86.15481,Near Southside,Near Southside
https://www.apartments.com/braeburn-village-indianapolis-in/3yrph6f/,3yrph6f,46219,1243,4,2.5,1356,38,29,1243,39.79708,-86.02094,East Warren,East Warren
https://www.apartments.com/meridian-court-south-indianapolis-in/4ezhq6j/,4ezhq6j,46217,1055,2,2,1140,9,11,1055,39.65922,-86.16273,Linden Wood,Linden Wood
https://www.apartments.com/fox-club-indianapolis-in/qchfybx/,qchfybx,46227,1025,2,2,1000,29,25,1025,39.70198,-86.12025,University Heights,University Heights
