,url,listingid,ZIP,Monthly Rent,Bedrooms,Bathrooms,Square Feet,walkScore,transitScore,Deposit,latitude,longitude,Pet,neighborhood
347,https://www.apartments.com/pangea-courts-indianapolis-in/dn9c6vk/,dn9c6vk,46201,$693 - $907,1 - 2 bd,1 ba,550 - 780 sq ft,64,0,,39.77836,-86.09458,,Near Eastside
348,https://www.apartments.com/2838-n-chester-ave-indianapolis-in/nlcbyhn/,nlcbyhn,46218,"$1,300",5 bd,1.5 ba,,32,32,"$1,300 deposit",39.80788,-86.09973,,Martindale-Brightwood
349,https://www.apartments.com/woodbrook-apartments-indianapolis-in/e870xym/,e870xym,46254,"$1,060 - $1,340",1 - 3 bd,1 - 2 ba,"675 - 1,100 sq ft",41,27,$250 deposit,39.84763,-86.24303,,Snacks Guion Creek
350,https://www.apartments.com/725-lynn-st-indianapolis-in/kf36nxb/,kf36nxb,46222,$750,1 bd,1 ba,600 sq ft,39,38,$750 deposit,39.77747,-86.19457,,Near Westside Indianapolis
351,https://www.apartments.com/3027-adams-st-indianapolis-in/2mtcgd8/,2mtcgd8,46218,$925,2 bd,1 ba,875 sq ft,34,35,,39.81155,-86.10938,,Martindale-Brightwood
352,https://www.apartments.com/lux-on-capitol-indianapolis-in/gmdq7yy/,gmdq7yy,46204,"$699 - $1,450",Studio - 4 bd,1 - 4 ba,"419 - 1,536 sq ft",92,64,,39.77529,-86.16086,0,North Meridian
353,https://www.apartments.com/abbey-apartments-affordable-senior-housing-indianapolis-in/x2rdk3p/,x2rdk3p,46221,$778,1 bd,1 ba,535 sq ft,33,22,$652 deposit,39.70586,-86.24082,,Mars Hill
354,https://www.apartments.com/259-burke-ave-indianapolis-in/05stn13/,05stn13,46234,"$1,495",3 bd,1 ba,912 sq ft,28,29,,39.76918,-86.31536,,Chapel Hill Ben Davis
355,https://www.apartments.com/6121-jester-ct-indianapolis-in/vm0l3rd/,vm0l3rd,46254,"$1,670",3 bd,2 ba,"1,478 sq ft",10,21,"$1,670 deposit",39.86597,-86.26397,,Snacks Guion Creek
356,https://www.apartments.com/castle-creek-apartments-indianapolis-in/l976t1d/,l976t1d,46250,"$1,220 - $1,645",1 - 3 bd,1 - 2 ba,"732 - 1,273 sq ft",50,27,,39.91818,-86.07129,,Castleton
357,https://www.apartments.com/sebring-court-indianapolis-in/z2q88qw/,z2q88qw,46224,"$530 - $1,150",1 - 3 bd,1 - 2.5 ba,"467 - 1,237 sq ft",12,28,,39.79152,-86.27182,,Indianapolis
358,https://www.apartments.com/shadeland-terrace-indianapolis-in/5yz5kvm/,5yz5kvm,46226,"$1,200 - $1,450",2 - 3 bd,1.5 - 2 ba,"1,300 sq ft",46,0,,39.84115,-86.04509,,Indianapolis
359,https://www.apartments.com/7864-fox-glen-drive-indianapolis-in/0ltygw1/,0ltygw1,46239,"$1,695",3 bd,2 ba,"1,319 sq ft",6,0,,39.73372,-86.0277,,Raymond Park
360,https://www.apartments.com/rosewood-commons-indianapolis-in/lr6rxkd/,lr6rxkd,46254,"$686 - $1,250",Studio - 2 bd,1 - 2 ba,288 - 864 sq ft,49,25,,39.85154,-86.23761,,Snacks Guion Creek
361,https://www.apartments.com/penn-street-tower-indianapolis-in/kegegfc/,kegegfc,46204,"$975 - $1,700",1 - 2 bd,1 ba,"697 - 1,023 sq ft",99,68,,39.76902,-86.15592,,Circle City
362,https://www.apartments.com/stonehedge-apartments-greenwood-in/t8hfdv9/,t8hfdv9,46142,"$1,019 - $1,229",1 - 2 bd,1 ba,"695 - 1,014 sq ft",38,0,,39.63348,-86.15167,,Southside Indianapolis
363,https://www.apartments.com/river-west-flats-indianapolis-in/pn09lqt/,pn09lqt,46222,"$1,029 - $1,521",Studio - 2 bd,1 ba,345 - 880 sq ft,17,40,,39.78283,-86.19071,,Near Westside Indianapolis
364,https://www.apartments.com/360-market-square-indianapolis-in/8jnbjs1/,8jnbjs1,46204,"$1,770 - $6,089",Studio - 3 bd,1 - 2 ba,"570 - 1,584 sq ft",96,68,,39.76865,-86.15122,,Market East
365,https://www.apartments.com/1654-iowa-st-indianapolis-in/381drkd/,381drkd,46203,"$1,300",2 bd,1 ba,800 sq ft,-,-,"$1,300 deposit",39.74446,-86.13066,,Near Southeast
366,https://www.apartments.com/924-n-california-st-indianapolis-in/yf54cdv/,yf54cdv,46202,"$2,250",4 bd,3.5 ba,"2,000 sq ft",78,53,"$2,250 deposit",39.78011,-86.1697,0,Circle City
367,https://www.apartments.com/2241-villa-ave-indianapolis-in/j47ry97/,j47ry97,46203,"$1,025",2 bd,1 ba,850 sq ft,41,32,"$1,025 deposit",39.73652,-86.12486,,Near Southeast
368,https://www.apartments.com/229-w-38th-st-indianapolis-in/1kpe3s6/,1kpe3s6,46208,$750,2 bd,1 ba,,73,46,$750 deposit,39.82468,-86.16297,,Crown Hill
369,https://www.apartments.com/815-olive-st-indianapolis-in/6c1tjst/,6c1tjst,46203,"$1,500",2 bd,1 ba,880 sq ft,77,42,"$1,000 deposit",39.75561,-86.13767,,Fountain Square
370,https://www.apartments.com/cox-creek-at-reagan-crossing-indianapolis-in/szb9m37/,szb9m37,46234,"$1,165 - $1,390",1 - 2 bd,1 - 2 ba,"894 - 1,105 sq ft",15,0,$300 deposit,39.77716,-86.33725,,Avon
371,https://www.apartments.com/3448-n-leland-ave-indianapolis-in/vdw89tf/,vdw89tf,46218,"$1,075",3 bd,1 ba,900 sq ft,46,36,,39.82005,-86.08238,,Arlington Woods
372,https://www.apartments.com/north-willow-indianapolis-in/76y2dfz/,76y2dfz,46260,"$970 - $1,560",1 - 3 bd,1 - 2.5 ba,"800 - 1,665 sq ft",57,35,,39.9133,-86.19272,0,St Vincent Greenbriar
373,https://www.apartments.com/3-br-1-bath-house-3-bedroom-near-butler-indianapolis-in/rx007s0/,rx007s0,46208,"$1,250",3 bd,1 ba,864 sq ft,-,-,,39.82975,-86.16914,,Butler-Tarkington
374,https://www.apartments.com/edgewater-apartments-indianapolis-in/qpve4tw/,qpve4tw,46220,"$1,404 - $1,768",1 - 2 bd,1 - 2 ba,"900 - 1,300 sq ft",71,39,,39.87811,-86.1453,,Broad Ripple
375,https://www.apartments.com/brookhaven-at-county-line-senior-apartments-indianapolis-in/1br2kp4/,1br2kp4,46227,$725 - $870,1 - 2 bd,1 - 2 ba,"720 - 1,085 sq ft",30,24,,39.63722,-86.13995,,Hill Valley
376,https://www.apartments.com/timber-point-apartments-indianapolis-in/6280z5s/,6280z5s,46256,"$920 - $1,405",1 - 4 bd,1 - 2 ba,"725 - 1,500 sq ft",0,23,,39.87164,-86.04246,,I-69 Fall Creek
377,https://www.apartments.com/village-at-fall-creek-indianapolis-in/l9derhg/,l9derhg,46205,$600 - $800,Studio - 1 bd,1 ba,446 - 635 sq ft,38,46,,39.82166,-86.13684,,Mapleton Fall Creek
378,https://www.apartments.com/southern-dunes-indianapolis-in/repm8z3/,repm8z3,46217,"$1,433 - $1,869",1 - 3 bd,1 - 2 ba,"702 - 1,500 sq ft",24,0,,39.66063,-86.19926,,Southern Dunes
379,https://www.apartments.com/11036-sedlak-ln-indianapolis-in/j68ybv5/,j68ybv5,46229,"$1,350",3 bd,1.5 ba,"1,362 sq ft",13,0,,39.7887,-85.96988,,East Warren
380,https://www.apartments.com/2060-n-delaware-st-indianapolis-in/wd6fvkh/,wd6fvkh,46202,$879,2 bd,1 ba,750 sq ft,71,53,,39.79549,-86.15418,0,Herron-Morton Place
381,https://www.apartments.com/oak-park-indianapolis-in/ezedy1p/,ezedy1p,46227,"$827 - $1,612",Studio - 2 bd,1 - 2 ba,"450 - 1,660 sq ft",48,31,,39.6444,-86.12177,,South Perry
382,https://www.apartments.com/home-place-senior-living-indianapolis-in/4bmdw0k/,4bmdw0k,46221,"$800 - $1,450",Studio - 2 bd,1 - 1.5 ba,"640 - 1,100 sq ft",12,0,$700 deposit,39.6662,-86.27324,,Valley Mills
383,https://www.apartments.com/3038-ralston-ave-indianapolis-in/7wmct9x/,7wmct9x,46218,"$1,100",3 bd,1 ba,"1,000 sq ft",21,36,"$1,100 deposit",39.81184,-86.13155,0,Martindale-Brightwood
384,https://www.apartments.com/available-now-indianapolis-in/6rrlb6v/,6rrlb6v,46234,"$1,845",4 bd,2 ba,"1,988 sq ft",33,29,,39.76939,-86.3211,,Chapel Hill Ben Davis
385,https://www.apartments.com/9535-benchmark-dr-indianapolis-in/nzdwdsp/,nzdwdsp,46240,"$1,604",1 bd,1 ba,655 sq ft,32,18,,39.92518,-86.13795,,Nora Far Northside
386,https://www.apartments.com/1-br-1-bath-house-2049-ruckle-st-unit-a-indianapolis-in/k47cv48/,k47cv48,46202,"$1,195",1 bd,1 ba,900 sq ft,69,51,,39.79534,-86.14798,,Martindale-Brightwood
387,https://www.apartments.com/the-jameson-indianapolis-in/t6r9gz8/,t6r9gz8,46260,"$999 - $1,539",1 - 2 bd,1 - 2 ba,611 - 998 sq ft,6,32,,39.90289,-86.18964,,St Vincent Greenbriar
388,https://www.apartments.com/124-n-denny-st-indianapolis-in/15vkr96/,15vkr96,46201,$965,2 bd,1 ba,"1,112 sq ft",50,41,,39.77165,-86.10012,,Near Eastside
389,https://www.apartments.com/center-point-apartments-indianapolis-in/04cdkh2/,04cdkh2,46214,"$1,100 - $2,105",1 - 3 bd,1 - 2 ba,"700 - 1,291 sq ft",21,36,,39.81945,-86.27644,,Eagle Creek
390,https://www.apartments.com/6010-woodmill-drive-fishers-in/9lg6x36/,9lg6x36,46038,"$2,095",3 bd,2.5 ba,"1,644 sq ft",11,0,,39.9375,-86.06403,,Fishers
391,https://www.apartments.com/5601-skipping-stone-drive-indianapolis-in/n0tfdfn/,n0tfdfn,46237,"$2,050",3 bd,2.5 ba,"3,283 sq ft",5,0,,39.68681,-86.0483,,Indianapolis
392,https://www.apartments.com/434-canal-ct-s-dr-indianapolis-in/tgqm5j8/,tgqm5j8,46202,"$1,733",1 bd,1 ba,"1,093 sq ft",83,55,,39.77746,-86.16637,,The Canal
393,https://www.apartments.com/2-br-1-bath-house-2102-gent-ave-indianapolis-in/1pyhsx4/,1pyhsx4,46202,"$1,150",2 bd,1 ba,960 sq ft,24,33,,39.79558,-86.18308,,Near NW Riverside
394,https://www.apartments.com/available-now-indianapolis-in/kvgsfkc/,kvgsfkc,46234,"$1,695",4 bd,2 ba,"1,984 sq ft",24,30,,39.77041,-86.32393,,Chapel Hill Ben Davis
395,https://www.apartments.com/lockefield-gardens-indianapolis-in/19jndn4/,19jndn4,46202,"$834 - $1,323",1 - 2 bd,1 - 2.5 ba,"536 - 1,450 sq ft",73,49,,39.77943,-86.17402,,Circle City
396,https://www.apartments.com/950-e-64th-st-indianapolis-in/h3b2sj2/,h3b2sj2,46220,"$2,353",1 bd,1.5 ba,784 sq ft,83,39,,39.87259,-86.14261,,Broad Ripple
397,https://www.apartments.com/available-now-indianapolis-in/bpxvfj9/,bpxvfj9,46229,"$1,525",3 bd,2 ba,"1,717 sq ft",27,33,,39.79029,-85.99272,,East Warren
398,https://www.apartments.com/10211-lone-wolf-dr-indianapolis-in/ddc6rzl/,ddc6rzl,46235,"$1,400",3 bd,1 ba,"1,092 sq ft",4,32,"$1,400 deposit",39.8397,-85.98735,,Far Eastside
399,https://www.apartments.com/malls/in/indianapolis/plaza-hispana/s2th295/,,,,,,,,,,,,,
400,https://www.apartments.com/220-meridian-indianapolis-in/9cyhbm4/,9cyhbm4,46204,"$1,395 - $3,880",Studio - 3 bd,1 - 3 ba,"505 - 1,572 sq ft",95,68,$250 deposit,39.77031,-86.15852,,Circle City
401,https://www.apartments.com/olivewood-indianapolis-in/rht16l1/,rht16l1,46219,"$650 - $1,150",Studio - 2 bd,1 - 2 ba,288 - 864 sq ft,37,28,,39.79589,-86.02866,,East Warren
402,https://www.apartments.com/11541-glenn-abbey-ln-indianapolis-in/4q9se5h/,4q9se5h,46235,"$1,750",3 bd,2 ba,"1,186 sq ft",4,0,,39.85711,-85.96192,,Indianapolis
403,https://www.apartments.com/1450-n-college-ave-indianapolis-in/3bshtjf/,3bshtjf,46202,$650,1 bd,1 ba,670 sq ft,66,52,$300 deposit,39.7864,-86.145,,Circle City
404,https://www.apartments.com/reflections-apartments-indianapolis-in/1t1re46/,1t1re46,46260,"$889 - $1,708",Studio - 3 bd,1 - 2.5 ba,"450 - 1,400 sq ft",11,30,,39.89986,-86.19112,,Indianapolis
405,https://www.apartments.com/ivy-knoll-indianapolis-in/7eltl3z/,7eltl3z,46250,"$1,139 - $1,159",2 bd,2 ba,"1,195 sq ft",48,32,,39.90423,-86.07036,0,Castleton
406,https://www.apartments.com/the-villages-of-bent-tree-apartments-indianapolis-in/yh81mgv/,yh81mgv,46268,"$909 - $1,709",1 - 2 bd,1 - 2 ba,"503 - 1,188 sq ft",54,33,,39.90706,-86.21598,,Augusta
407,https://www.apartments.com/5700-madison-apartments-edgewood-on-madison-indianapolis-in/c7e1s0f/,c7e1s0f,46227,"$665 - $1,295",Studio - 2 bd,1 - 2 ba,296 - 998 sq ft,50,29,,39.68179,-86.1316,,Edgewood
408,https://www.apartments.com/wyckford-commons-indianapolis-in/rs48730/,rs48730,46214,"$999 - $1,649",1 - 3 bd,1 - 2.5 ba,"700 - 1,576 sq ft",53,30,,39.77637,-86.29749,,Chapel Hill Ben Davis
409,https://www.apartments.com/overlook-at-valley-ridge-apartments-indianapolis-in/7k8mpny/,7k8mpny,46237,"$964 - $1,405",1 - 3 bd,1 - 2 ba,"723 - 1,452 sq ft",56,23,,39.66799,-86.07995,,South Emerson
410,https://www.apartments.com/park-place-apartments-brand-new-remodeled-w-d-indianapolis-in/n4z7z8n/,n4z7z8n,46228,$975,1 bd,1 ba,750 sq ft,4,21,,39.86574,-86.18237,,Indianapolis
411,https://www.apartments.com/3-br-1-bath-house-3912-aurora-st-indianapolis-in/xvz3ljn/,xvz3ljn,46227,"$1,150",3 bd,1 ba,960 sq ft,43,35,,39.70928,-86.12618,,University Heights
412,https://www.apartments.com/115-n-gladstone-ave-indianapolis-in/0plpf91/,0plpf91,46201,"$1,095",3 bd,1.5 ba,"1,350 sq ft",51,40,"$1,095 deposit",39.771,-86.09611,0,Near Eastside
413,https://www.apartments.com/2-br-1-bath-house-2605-guilford-avenue-indianapolis-in/0wj2sd2/,0wj2sd2,46205,"$1,275",2 bd,1 ba,"1,168 sq ft",40,46,,39.80449,-86.14166,0,Martindale-Brightwood
414,https://www.apartments.com/ritchey-reserve-fishers-in/w3pdtel/,w3pdtel,46038,"$1,360 - $1,449",1 bd,1 ba,863 sq ft,14,0,$250 deposit,39.94089,-86.02991,,Fishers
415,https://www.apartments.com/the-courts-of-monon-indianapolis-in/vg4ckge/,vg4ckge,46205,$530 - $640,Studio - 1 bd,1 ba,437 - 593 sq ft,38,46,,39.82272,-86.13705,,Mapleton Fall Creek
416,https://www.apartments.com/carlton-apartments-indianapolis-in/9f0w2p4/,9f0w2p4,46268,"$690 - $1,015",1 - 2 bd,1 - 2 ba,"470 - 1,140 sq ft",26,33,,39.90541,-86.20854,,Indianapolis
417,https://www.apartments.com/3-br-15-bath-house-2338-union-st-indianapolis-in/hflscz0/,hflscz0,46225,"$1,350",3 bd,1.5 ba,"1,100 sq ft",44,31,,39.73387,-86.15784,,Garfield Park
418,https://www.apartments.com/martinique-terrace-indianapolis-in/62hlj5t/,62hlj5t,46227,"$879 - $1,239",1 - 3 bd,1 - 2 ba,"850 - 1,300 sq ft",27,23,,39.6677,-86.14689,,Indianapolis
419,https://www.apartments.com/polo-run-apartments-greenwood-in/x5bcy0p/,x5bcy0p,46142,"$903 - $2,006",Studio - 3 bd,1 - 2 ba,"467 - 1,274 sq ft",64,0,,39.62871,-86.12909,,Southside Indianapolis
420,https://www.apartments.com/945-n-keystone-ave-indianapolis-in/nttn31q/,nttn31q,46201,$800,1 bd,1 ba,700 sq ft,68,39,$300 deposit,39.78109,-86.12107,,Near Eastside
421,https://www.apartments.com/5220-bahia-dr-indianapolis-in/lwp4f2d/,lwp4f2d,46237,"$1,475",3 bd,2 ba,"1,198 sq ft",43,26,,39.69139,-86.07002,,South Emerson
422,https://www.apartments.com/7432-red-bluff-dr-indianapolis-in/329nscf/,329nscf,46214,"$1,775",3 bd,2 ba,"2,204 sq ft",8,28,,39.81719,-86.29189,,Eagle Creek
423,https://www.apartments.com/fantastic-3bd-1ba-home-let-yourself-in-indianapolis-in/djc0t2h/,djc0t2h,46226,"$1,235",3 bd,1 ba,"1,296 sq ft",26,39,,39.8289,-86.06253,,Devington
424,https://www.apartments.com/2905-shady-oak-dr-indianapolis-in/tfeqgm9/,tfeqgm9,46229,"$1,200",3 bd,2 ba,"1,284 sq ft",7,27,"$1,200 deposit",39.81027,-85.9863,,Far Eastside
425,https://www.apartments.com/4475-n-irwin-ave-indianapolis-in/l241b2e/,l241b2e,46226,"$1,725",3 bd,2 ba,"1,726 sq ft",35,30,,39.83854,-86.0531,,Devington
426,https://www.apartments.com/block-apartments-indianapolis-in/y7ghflr/,y7ghflr,46204,"$1,565 - $2,690",1 - 2 bd,1 - 2 ba,"1,043 - 1,793 sq ft",94,68,$500 deposit,39.76812,-86.16042,,Circle City
427,https://www.apartments.com/river-crossing-indianapolis-in/n4zqlyq/,n4zqlyq,46240,"$1,134 - $2,134",1 - 3 bd,1 - 2 ba,"536 - 1,433 sq ft",42,30,,39.91422,-86.10386,,Keystone
428,https://www.apartments.com/5331-brassie-drive-indianapolis-in/f2nw0mt/,f2nw0mt,46235,"$1,695",3 bd,2.5 ba,"1,992 sq ft",4,0,,39.8506,-85.96443,,Indianapolis
429,https://www.apartments.com/632-mlk-apartments-indianapolis-in/p3mw4rr/,p3mw4rr,46202,"$1,100 - $3,000",Studio bd,1 ba,"2,178 sq ft",83,54,,39.77648,-86.16736,,Downtown Indianapolis
430,https://www.apartments.com/6016-dollar-hide-s-dr-indianapolis-in/r4tmwd3/,r4tmwd3,46221,"$1,700",3 bd,2 ba,"1,870 sq ft",2,0,"$1,700 deposit",39.67869,-86.26586,,Valley Mills
431,https://www.apartments.com/2268-wynbrooke-blvd-indianapolis-in/2nlg7hb/,2nlg7hb,46234,"$1,630",3 bd,2 ba,"1,184 sq ft",6,0,,39.79719,-86.33404,,Indianapolis
432,https://www.apartments.com/the-elliott-at-college-park-indianapolis-in/wpztblk/,wpztblk,46268,"$1,034",1 - 2 bd,1 - 2 ba,792 - 968 sq ft,68,0,,39.91368,-86.2141,,College Park
433,https://www.apartments.com/3610-salem-st-indianapolis-in/xwgc61n/,xwgc61n,46208,"$1,350",3 bd,1.5 ba,"1,400 sq ft",70,48,,39.82141,-86.15833,,Crown Hill
434,https://www.apartments.com/citys-end-indianapolis-in/sfhrlg7/,sfhrlg7,46203,"$1,499 - $2,199",Studio - 2 bd,1 - 2 ba,"549 - 1,347 sq ft",77,39,$150 deposit,39.75217,-86.13407,,Fountain Square
435,https://www.apartments.com/335-w-9th-st-indianapolis-in/je1ld14/,je1ld14,46202,"$1,695",Studio bd,1 ba,543 sq ft,82,59,,39.77914,-86.16437,,Circle City
436,https://www.apartments.com/available-now-indianapolis-in/g99rdbx/,g99rdbx,46235,"$2,045",4 bd,2 ba,"1,872 sq ft",5,0,,39.85007,-85.96367,,Indianapolis
437,https://www.apartments.com/8110-meadow-ln-indianapolis-in/7pz858y/,7pz858y,46227,"$2,105",3 bd,1 ba,"2,424 sq ft",44,28,,39.64778,-86.13419,,South Perry
438,https://www.apartments.com/mansfield-village-townhomes-indianapolis-in/dem9mml/,dem9mml,46227,"$1,475 - $1,675",2 - 3 bd,1.5 - 2.5 ba,"1,335 - 1,690 sq ft",43,20,,39.63553,-86.14995,,Hill Valley
439,https://www.apartments.com/4708-boulevard-place-indianapolis-in/jdmbfq7/,jdmbfq7,46208,"$1,420",2 bd,1 ba,"9,991 sq ft",48,30,"$1,420 deposit",39.8413,-86.16447,,Butler-Tarkington
440,https://www.apartments.com/dunbar-court-indianapolis-in/ec0t2cq/,ec0t2cq,46202,$600 - $850,Studio - 1 bd,1 ba,345 - 770 sq ft,75,52,,39.78156,-86.16882,,Downtown Indianapolis
441,https://www.apartments.com/the-otis-at-fort-ben-apartments-indianapolis-in/1c3lr96/,1c3lr96,46216,"$1,275 - $2,230",1 - 3 bd,1 - 2 ba,"616 - 1,430 sq ft",45,0,,39.85749,-86.0051,,Indianapolis
442,https://www.apartments.com/home-for-rent-indianapolis-in/telgfg9/,telgfg9,46227,"$1,665",4 bd,2.5 ba,"1,680 sq ft",39,30,,39.71302,-86.11458,,University Heights
443,https://www.apartments.com/stadium-lofts-flats-indianapolis-in/l2pgtrd/,l2pgtrd,46202,"$1,330",2 bd,2 ba,850 sq ft,28,34,$400 deposit,39.78695,-86.18806,,16 Tech
444,https://www.apartments.com/2749-dawson-st-indianapolis-in/xfeb36p/,xfeb36p,46203,"$1,250",3 bd,1 ba,912 sq ft,18,36,"$1,250 deposit",39.72704,-86.12643,,Near Southeast
445,https://www.apartments.com/3422-lauren-dr-indianapolis-in/esrl88p/,esrl88p,46235,"$1,630",3 bd,1 ba,"1,264 sq ft",2,0,,39.81993,-85.96328,,Far Eastside
446,https://www.apartments.com/3621-n-denny-st-indianapolis-in/hzm01k0/,hzm01k0,46218,"$1,050",2 bd,1 ba,699 sq ft,49,40,"$2,400 deposit",39.82257,-86.10108,,Forest Manor
447,https://www.apartments.com/1274-castleford-ln-indianapolis-in/wy9jzkh/,,,,,,,,,,,,,
448,https://www.apartments.com/105-n-sherman-dr-indianapolis-in/z75sh0z/,z75sh0z,46201,"$1,700",3 bd,1 ba,"2,200 sq ft",50,41,"$1,500 deposit",39.77124,-86.10202,,Near Eastside
449,https://www.apartments.com/3226-voigt-dr-indianapolis-in/k3tkeeb/,k3tkeeb,46224,"$1,700",3 bd,3 ba,"1,788 sq ft",31,37,"$1,700 deposit",39.81352,-86.2652,,Eagledale
450,https://www.apartments.com/8506-westfield-blvd-indianapolis-in/nchk2lq/,nchk2lq,46240,"$2,529",2 bd,2 ba,"1,020 sq ft",59,30,,39.90971,-86.13433,,North Central
451,https://www.apartments.com/1474-n-illinois-st-indianapolis-in/pnqtnqv/,pnqtnqv,46202,"$1,600",2 bd,1.5 ba,,68,54,,39.78696,-86.15984,,Near Northside
452,https://www.apartments.com/wesmont-indianapolis-in/cklkvzg/,cklkvzg,46202,"$1,025 - $1,855",Studio - 2 bd,1 - 2 ba,"575 - 1,200 sq ft",41,41,,39.7874,-86.13915,,Martindale-Brightwood
453,https://www.apartments.com/5435-armstrong-ct-indianapolis-in/vxdh4cg/,vxdh4cg,46237,"$1,595",3 bd,2 ba,"1,506 sq ft",30,27,,39.68846,-86.07088,,South Emerson
454,https://www.apartments.com/fletcher-place-terrace-indianapolis-in/69zxgwt/,69zxgwt,46203,"$1,740",2 bd,1 ba,"1,031 sq ft",83,61,$500 deposit,39.76033,-86.14568,,Downtown Indianapolis
455,https://www.apartments.com/cityview-on-meridian-indianapolis-in/svx9pp7/,svx9pp7,46208,"$1,040 - $2,401",1 - 3 bd,1 - 2 ba,"615 - 1,500 sq ft",74,50,,39.82521,-86.15612,,Meridian Kessler
456,https://www.apartments.com/the-lakes-of-georgetown-indianapolis-in/2qh9feb/,2qh9feb,46268,"$815 - $1,100",1 - 3 bd,1 - 2 ba,"718 - 1,179 sq ft",29,25,,39.87055,-86.24341,,Augusta
457,https://www.apartments.com/wonderful-butler-student-rental-close-to-c-indianapolis-in/n0ml7pq/,n0ml7pq,46208,"$1,600",3 bd,1.5 ba,"1,643 sq ft",45,28,,39.83509,-86.16655,,Butler-Tarkington
458,https://www.apartments.com/2027-broadway-st-indianapolis-in-unit-ch/errsq3q/,errsq3q,46202,$975,1 bd,1 ba,825 sq ft,59,49,$975 deposit,39.7947,-86.14561,0,Martindale-Brightwood
459,https://www.apartments.com/2247-peter-dr-indianapolis-in/2b5r289/,2b5r289,46229,"$1,945",4 bd,2.5 ba,"2,588 sq ft",2,0,,39.8006,-85.96711,,East Warren
460,https://www.apartments.com/8041-crackling-lane-indianapolis-in/22l88d8/,22l88d8,46259,"$2,195",3 bd,2 ba,"2,631 sq ft",12,0,,39.65181,-85.97491,,South Franklin
461,https://www.apartments.com/6067-bettcher-ave-indianapolis-in/w7009dk/,w7009dk,46228,"$1,955",3 bd,1 ba,"1,924 sq ft",21,25,,39.86586,-86.19448,,Crooked Creek
462,https://www.apartments.com/the-vue-indianapolis-in/59jzkgn/,59jzkgn,46202,"$1,268 - $6,465",Studio - 2 bd,1 - 2 ba,"530 - 1,121 sq ft",79,64,,39.76445,-86.14451,,Irish Hill
463,https://www.apartments.com/3-br-1-bath-house-4163-weaver-ave-indianapolis-in/lqphzdg/,lqphzdg,46227,"$1,300",3 bd,1 ba,"1,032 sq ft",58,40,,39.70466,-86.13773,,University Heights
464,https://www.apartments.com/946-mlk-indianapolis-in/pd9q0lr/,pd9q0lr,46202,"$1,250 - $2,318",1 - 3 bd,1 - 2 ba,"544 - 1,639 sq ft",78,53,,39.78064,-86.16852,,Circle City
465,https://www.apartments.com/monon-lofts-indianapolis-in/w9gn65j/,w9gn65j,46202,"$1,450",2 bd,2 ba,"1,016 sq ft",49,43,,39.79013,-86.13976,,Martindale-Brightwood
466,https://www.apartments.com/3937-n-butler-ave-indianapolis-in/bz5q5xc/,bz5q5xc,46226,"$1,135",3 bd,1 ba,800 sq ft,49,37,,39.82855,-86.07982,,Devington
467,https://www.apartments.com/the-seasons-of-carmel-indianapolis-in/7j1v9zy/,7j1v9zy,46280,"$1,149 - $2,599",1 - 3 bd,1 - 3 ba,"642 - 1,821 sq ft",7,0,,39.93184,-86.12618,,Carmel
468,https://www.apartments.com/335-w-9th-st-indianapolis-in/l1xcbrg/,l1xcbrg,46202,"$1,801",Studio bd,1 ba,543 sq ft,82,59,,39.77914,-86.16437,,Circle City
469,https://www.apartments.com/5160-evanston-ave-indianapolis-in/f249wds/,f249wds,46205,"$1,700",2 bd,1 ba,"1,660 sq ft",77,30,"$1,500 deposit",39.84684,-86.12689,,Fairgrounds
470,https://www.apartments.com/1002-pecan-ct-indianapolis-in/hby3061/,hby3061,46217,"$1,765",3 bd,2 ba,"2,068 sq ft",1,0,,39.65453,-86.1777,,Linden Wood
471,https://www.apartments.com/ninth-avenue-apartments-indianapolis-in/tp8pveb/,tp8pveb,46237,"$811 - $1,369",Studio - 3 bd,1 ba,"545 - 1,105 sq ft",15,0,,39.70021,-86.09549,,South Emerson
472,https://www.apartments.com/6341-bay-vista-ct-indianapolis-in/7pf0zfx/,7pf0zfx,46250,"$1,850",2 bd,1.5 ba,,35,0,,39.92413,-86.05781,,Castleton
473,https://www.apartments.com/407-n-arsenal-ave-indianapolis-in/3tqxntf/,3tqxntf,46201,"$2,025",3 bd,3 ba,"1,846 sq ft",58,42,"$2,025 deposit",39.77221,-86.13316,,Holy Cross
474,https://www.apartments.com/arborwood-at-mann-road-indianapolis-in/b98sjq9/,b98sjq9,46221,"$1,037 - $5,154",1 - 4 bd,1 - 2 ba,"818 - 1,503 sq ft",0,0,,39.66738,-86.24914,,Valley Mills
475,https://www.apartments.com/the-eclipse-apartments-indianapolis-in/e644vdq/,e644vdq,46260,"$840 - $1,750",1 - 3 bd,1 - 2.5 ba,"630 - 1,600 sq ft",73,33,,39.90949,-86.18596,,St Vincent Greenbriar
476,https://www.apartments.com/152-e-new-york-st-indianapolis-in/eq34gym/,eq34gym,46204,"$1,634",Studio bd,1 ba,603 sq ft,98,68,,39.77128,-86.15477,,Circle City
477,https://www.apartments.com/128-e-palmer-st-indianapolis-in/yk7sj3s/,yk7sj3s,46225,$599,Studio bd,1 ba,500 sq ft,49,35,,39.74625,-86.15582,0,Near Southside
