,url,listingid,ZIP,Monthly Rent,Bedrooms,Bathrooms,Square Feet,walkScore,transitScore,Deposit,latitude,longitude,Pet,neighborhood
478,https://www.apartments.com/one-somerset-apartments-indianapolis-in/9cstdm7/,9cstdm7,46227,"$1,039",1 - 2 bd,1 ba,600 - 700 sq ft,40,40,,39.71283,-86.12935,,University Heights
479,https://www.apartments.com/8532-sweet-birch-dr-indianapolis-in/b20r1x8/,b20r1x8,46239,"$1,685",3 bd,2 ba,"1,319 sq ft",3,0,,39.72016,-86.01595,,Five Points
480,https://www.apartments.com/coventry-park-village-indianapolis-in/h7wlcb2/,h7wlcb2,46237,"$1,475 - $1,675",2 - 3 bd,2.5 ba,"1,335 - 1,690 sq ft",19,30,,39.68682,-86.08459,,South Emerson
481,https://www.apartments.com/the-life-at-arden-landing-indianapolis-in/sxgddj5/,sxgddj5,46254,"$822 - $1,994",1 - 4 bd,1 - 2.5 ba,"725 - 1,330 sq ft",30,30,,39.83259,-86.25452,,International Market Place
482,https://www.apartments.com/3651-catalpa-avenue-indianapolis-in/7rstblw/,7rstblw,46228,,,,,7,15,,39.86108,-86.22427,,Snacks Guion Creek
483,https://www.apartments.com/1240-n-temple-ave-indianapolis-in/8recwe3/,8recwe3,46201,"$1,500",3 bd,1.5 ba,"1,800 sq ft",65,38,"$1,500 deposit",39.78472,-86.11832,,Near Eastside
484,https://www.apartments.com/10025-hawkins-court-indianapolis-in/q5142tw/,q5142tw,46229,$775,3 bd,1.5 ba,"1,600 sq ft",45,27,,39.79898,-85.98991,,East Warren
485,https://www.apartments.com/churchman-woods-indianapolis-in/zvv30pw/,zvv30pw,46203,$640 - $740,1 - 2 bd,1 ba,525 - 725 sq ft,30,0,,39.71507,-86.07633,,Indianapolis
486,https://www.apartments.com/solana-at-the-crossing-indianapolis-in/xjm9jxn/,xjm9jxn,46240,"$1,099 - $3,149",1 - 3 bd,1 - 3.5 ba,"536 - 3,058 sq ft",14,22,,39.89669,-86.12052,,Keystone
487,https://www.apartments.com/ritter-manor-apartments-indianapolis-in/elthlyp/,elthlyp,46218,$575 - $775,1 - 3 bd,1 - 3 ba,625 - 975 sq ft,42,38,,39.79013,-86.07433,,Eastside
488,https://www.apartments.com/turtle-creek-indianapolis-in/fsy27ds/,fsy27ds,46260,$646 - $892,Studio - 2 bd,1 ba,400 - 900 sq ft,24,34,,39.90616,-86.1921,,St Vincent Greenbriar
489,https://www.apartments.com/wilshaw-apartments-speedway-in/e3wbn7q/,e3wbn7q,46224,"$1,049 - $1,851",1 - 2 bd,1 - 2 ba,"656 - 1,128 sq ft",50,0,,39.78685,-86.24053,,Speedway
490,https://www.apartments.com/414-polaris-drive-indianapolis-in/3yj2c2e/,3yj2c2e,46241,"$1,550",3 bd,2 ba,"1,038 sq ft",26,27,,39.75913,-86.28498,,Chapel Hill Ben Davis
491,https://www.apartments.com/the-historic-mansion-row-apartments-indianapolis-in/45eljyh/,45eljyh,46222,"$1,350",2 bd,2 ba,"1,100 sq ft",6,35,,39.80229,-86.2043,,Marian Cold Springs
492,https://www.apartments.com/available-now-indianapolis-in/1kkrnb5/,1kkrnb5,46236,"$1,625",3 bd,2 ba,"1,293 sq ft",36,0,,39.8789,-85.94992,,Indianapolis
493,https://www.apartments.com/842-n-california-st-indianapolis-in/52zzyhp/,52zzyhp,46202,"$2,100",3 bd,2.5 ba,"1,600 sq ft",78,53,"$2,100 deposit",39.77927,-86.16944,0,Circle City
494,https://www.apartments.com/the-life-at-wood-springs-indianapolis-in/rqfekh0/,rqfekh0,46254,"$618 - $1,315",1 - 3 bd,1 - 2 ba,"632 - 1,266 sq ft",11,33,,39.83712,-86.2741,,Northwest High School
495,https://www.apartments.com/country-club-apartments-indianapolis-in/syzgy54/,syzgy54,46227,$589 - $810,Studio - 2 bd,1 ba,449 - 621 sq ft,58,34,,39.72087,-86.15312,,North Perry
496,https://www.apartments.com/534-fisher-creek-drive-indianapolis-in/6nbq2ys/,6nbq2ys,46239,"$1,520",3 bd,2 ba,"1,354 sq ft",15,19,,39.76063,-86.03072,,East Gate
497,https://www.apartments.com/astoria-park-apartments-indianapolis-in/5091tqn/,5091tqn,46214,"$945 - $1,270",1 - 2 bd,1 - 1.5 ba,670 - 960 sq ft,27,33,,39.82019,-86.28622,,Eagle Creek
498,https://www.apartments.com/7508-gold-rush-dr-indianapolis-in/ffhnf4t/,ffhnf4t,46113,"$2,065",4 bd,2.5 ba,"2,892 sq ft",16,0,,39.65417,-86.31141,,Indianapolis
499,https://www.apartments.com/pangea-vistas-indianapolis-in/412mcmh/,412mcmh,46219,"$894 - $1,411",2 bd,1 - 1.5 ba,860 - 910 sq ft,47,38,,39.78694,-86.06462,,Eastside
500,https://www.apartments.com/brookwood-indianapolis-indianapolis-in/lxtc7jg/,lxtc7jg,46227,"$770 - $1,095",1 - 3 bd,1 - 2 ba,"626 - 1,129 sq ft",48,29,,39.68828,-86.14684,,Edgewood
501,https://www.apartments.com/the-retreat-at-carmel-carmel-in/76sbd0z/,76sbd0z,46280,"$1,377 - $2,305",1 - 3 bd,1 - 2 ba,"1,010 - 1,650 sq ft",8,0,$200 deposit,39.92919,-86.12873,,Carmel
502,https://www.apartments.com/430-indiana-ave-indianapolis-in/xnvhneq/,xnvhneq,46202,"$2,193",2 bd,2 ba,936 sq ft,-,-,,39.77326,-86.16447,,The Canal
503,https://www.apartments.com/3221-priscilla-ave-indianapolis-in/1rr2jk5/,1rr2jk5,46218,"$1,000",3 bd,1 ba,875 sq ft,31,38,"$1,000 deposit",39.81583,-86.06817,0,Arlington Woods
504,https://www.apartments.com/lockerbie-lofts-indianapolis-in/1ey5td7/,1ey5td7,46202,"$1,326 - $3,231",Studio - 2 bd,1 - 2.5 ba,"585 - 1,566 sq ft",-,-,,39.77437,-86.1458,,Lockerbie Square
505,https://www.apartments.com/the-park-at-greenhill-indianapolis-in/xprw3vp/,xprw3vp,46224,"$831 - $1,700",1 - 4 bd,1 - 2 ba,"654 - 1,600 sq ft",42,27,,39.7664,-86.26194,,Garden City
506,https://www.apartments.com/the-delaware-apartments-indianapolis-in/cthvegf/,cthvegf,46205,"$1,100 - $1,900",Studio bd,0.5 ba,50 sq ft,69,52,,39.7977,-86.15283,,Fall Creek Place
507,https://www.apartments.com/7745-solana-dr-indianapolis-in/vy3m7jg/,vy3m7jg,46240,"$2,046",1 bd,1 ba,808 sq ft,14,22,,39.89702,-86.12034,,Keystone
508,https://www.apartments.com/the-wylde-indianapolis-in/b27zf19/,b27zf19,46254,"$936 - $2,102",1 - 2 bd,1 - 2 ba,"580 - 1,010 sq ft",14,33,,39.8371,-86.27836,,Eagle Creek
509,https://www.apartments.com/westminster-apartments-greenwood-in/k2npgyb/,k2npgyb,46142,"$936 - $1,550",1 - 3 bd,1 - 2 ba,"621 - 1,368 sq ft",62,0,,39.63357,-86.12978,,Southside Indianapolis
510,https://www.apartments.com/804-aerostar-court-avon-in/vk6cmwg/,vk6cmwg,46123,"$1,650",3 bd,2 ba,"1,230 sq ft",5,0,,39.75194,-86.33952,,Avon
511,https://www.apartments.com/3-br-2-bath-house-6010-hayford-way-indianapolis-in/q10wxpw/,q10wxpw,46254,"$1,725",3 bd,2 ba,"2,172 sq ft",3,22,,39.84301,-86.26689,,Northwest High School
512,https://www.apartments.com/indianapolis-in/studios/,,,,,,,,,,,,,
513,https://www.apartments.com/the-timbers-apartments-indianapolis-in/x76zrsq/,x76zrsq,46237,"$1,378 - $1,859",1 - 3 bd,1 - 2 ba,"702 - 1,500 sq ft",25,22,,39.63828,-86.09145,,South Perry
514,https://www.apartments.com/oakbrook-village-apartments-indianapolis-in/58zpxtn/,58zpxtn,46254,"$909 - $1,498",1 - 3 bd,1 - 2 ba,"680 - 1,204 sq ft",32,25,,39.86386,-86.24429,,Snacks Guion Creek
515,https://www.apartments.com/2635-lullwater-ln-indianapolis-in/zbpev0y/,zbpev0y,46229,"$1,495",3 bd,2 ba,"1,150 sq ft",1,0,,39.8069,-85.96091,,Far Eastside
516,https://www.apartments.com/charmimg-two-bedroom-bungalow-indianapolis-in/lm7rj5f/,lm7rj5f,46218,$795,2 bd,1 ba,896 sq ft,40,40,,39.81706,-86.12471,,Martindale-Brightwood
517,https://www.apartments.com/tgm-autumn-woods-indianapolis-in/d1hy2wl/,d1hy2wl,46250,"$1,025 - $1,465",1 - 2 bd,1 - 2 ba,"710 - 1,285 sq ft",54,28,,39.91724,-86.07452,,Castleton
518,https://www.apartments.com/cambridge-commons-indianapolis-in/mcfe6hl/,mcfe6hl,46254,"$700 - $1,249",Studio - 2 bd,1 - 2 ba,288 - 864 sq ft,34,29,,39.84243,-86.24394,,Indianapolis
519,https://www.apartments.com/8916-country-walk-dr-indianapolis-in/9hqg7z7/,9hqg7z7,46227,"$1,825",3 bd,2 ba,"1,397 sq ft",18,24,,39.63693,-86.10645,,South Perry
520,https://www.apartments.com/5248-bluff-view-dr-indianapolis-in/wckh9sk/,wckh9sk,46217,"$1,495",3 bd,2 ba,"1,330 sq ft",11,0,,39.68848,-86.18245,,Sunshine Gardens
521,https://www.apartments.com/willow-lake-apartments-indianapolis-in/kz19jxb/,kz19jxb,46268,Call for Rent,1 - 2 bd,1 - 2.5 ba,"1,098 - 1,745 sq ft",67,34,,39.9143,-86.20944,,College Park
522,https://www.apartments.com/available-now-indianapolis-in/p31v6pt/,p31v6pt,46229,"$1,645",3 bd,2.5 ba,"2,471 sq ft",1,0,,39.79482,-85.96582,,East Warren
523,https://www.apartments.com/hinge-indianapolis-in/nhvgr3n/,nhvgr3n,46203,"$1,590",1 bd,1 ba,828 sq ft,87,55,,39.757,-86.14566,,Downtown Indianapolis
524,https://www.apartments.com/3-br-25-bath-house-4933-aspen-crest-lane-indianapolis-in/gn4jb2y/,gn4jb2y,46254,"$1,650",3 bd,2.5 ba,"1,350 sq ft",4,23,,39.84267,-86.28048,,Eagle Creek
525,https://www.apartments.com/3421-n-leland-ave-indianapolis-in/h2cdzx3/,h2cdzx3,46218,"$1,000",3 bd,1 ba,948 sq ft,44,37,,39.81908,-86.08144,,Arlington Woods
526,https://www.apartments.com/3-br-2-bath-house-3109-e-saint-joseph-st-indianapolis-in/n25pm9p/,n25pm9p,46201,"$1,095",3 bd,2 ba,"1,078 sq ft",64,38,,39.78024,-86.11138,0,Near Eastside
527,https://www.apartments.com/4717-eva-ln-indianapolis-in/dyc1zyh/,dyc1zyh,46227,"$1,775",3 bd,2.5 ba,"2,052 sq ft",20,23,,39.69709,-86.15607,,Southdale
528,https://www.apartments.com/riverview-apartments-indianapolis-in/hw97hb2/,hw97hb2,46222,"$1,155 - $1,805",Studio - 2 bd,1 - 2 ba,516 - 999 sq ft,44,41,$500 deposit,39.77427,-86.18991,,Near Westside Indianapolis
529,https://www.apartments.com/615-n-tibbs-ave-indianapolis-in-unit-apt-d/t5vl048/,t5vl048,46222,$655,1 bd,1 ba,400 sq ft,44,36,$655 deposit,39.77564,-86.21563,,Near Westside Indianapolis
530,https://www.apartments.com/2332-alabama-st-indianapolis-in/h25jns3/,h25jns3,46205,"$1,950",3 bd,2 ba,"2,016 sq ft",68,52,"$1,950 deposit",39.80018,-86.15229,,Fall Creek Place
531,https://www.apartments.com/oak-lake-at-crooked-creek-indianapolis-in/2lbq438/,2lbq438,46268,"$850 - $1,010",1 - 2 bd,1 - 2 ba,"647 - 1,000 sq ft",48,32,,39.90996,-86.2266,,Augusta
532,https://www.apartments.com/3br-house-w-fenced-yard-near-binford-46th-indianapolis-in/tw1vee8/,tw1vee8,46205,,,,,29,31,,39.83855,-86.11441,,Millersville
533,https://www.apartments.com/4248-n-college-ave-indianapolis-in/6sqmjev/,6sqmjev,46205,"$1,600",3 bd,1.5 ba,"1,500 sq ft",47,42,"$2,000 deposit",39.83406,-86.14563,,Meridian Kessler
534,https://www.apartments.com/spacious-one-bedroom-unit-indianapolis-in/dzv85tk/,dzv85tk,46201,$725,1 bd,1 ba,,67,34,,39.78465,-86.09301,,Near Eastside
535,https://www.apartments.com/5339-traditions-dr-indianapolis-in/ps2gxdv/,ps2gxdv,46235,"$1,325",3 bd,2 ba,"1,260 sq ft",9,0,,39.85097,-85.98592,,Indianapolis
536,https://www.apartments.com/the-waverley-indianapolis-in/lw25jxe/,lw25jxe,46202,"$1,319 - $6,472",Studio - 2 bd,1 - 2.5 ba,"459 - 1,392 sq ft",78,67,,39.76437,-86.14842,,Circle City
537,https://www.apartments.com/cherry-glen-indianapolis-in/rlyeph3/,rlyeph3,46227,$659 - $899,Studio - 2 bd,1 - 2 ba,288 - 864 sq ft,43,29,$350 deposit,39.71001,-86.11621,,University Heights
538,https://www.apartments.com/4948-potomac-square-pl-indianapolis-in-unit-4/ktkx2qb/,ktkx2qb,46268,"$1,495",2 bd,2 ba,"1,300 sq ft",23,25,"$1,495 deposit",39.87431,-86.24529,,Snacks Guion Creek
539,https://www.apartments.com/lakeshore-apartments-indianapolis-in/8qwppw3/,8qwppw3,46250,"$1,223 - $1,718",1 - 2 bd,1 - 2 ba,"600 - 1,000 sq ft",61,31,,39.90582,-86.08482,,Castleton
540,https://www.apartments.com/10297-blue-sky-drive-avon-in/ldc18kg/,ldc18kg,46123,"$1,795",3 bd,2.5 ba,"1,992 sq ft",14,0,,39.75401,-86.33987,,Avon
541,https://www.apartments.com/southport-at-buck-creek-indianapolis-in/zj50m0x/,zj50m0x,46227,"$870 - $1,510",1 - 3 bd,1 - 2.5 ba,"700 - 1,800 sq ft",45,29,,39.66432,-86.13416,,South Perry
542,https://www.apartments.com/saxony-court-indianapolis-in/gelksqz/,gelksqz,46219,$765 - $795,2 bd,1 ba,740 sq ft,72,37,$300 deposit,39.76991,-86.06925,,Irvington
543,https://www.apartments.com/10870-vanguard-lane-indianapolis-in/fbqbrps/,fbqbrps,46234,"$1,595",3 bd,2 ba,"1,250 sq ft",18,0,,39.78578,-86.32897,,Indianapolis
544,https://www.apartments.com/chateau-in-the-woods-indianapolis-in/b7hgn49/,b7hgn49,46220,"$899 - $1,334",1 - 3 bd,1 - 2 ba,"712 - 1,590 sq ft",30,24,,39.86287,-86.09838,,Allisonville
545,https://www.apartments.com/castleton-manor-apartments-indianapolis-in/q7hhdey/,q7hhdey,46220,"$900 - $1,520",1 - 3 bd,1.5 - 2.5 ba,"800 - 1,870 sq ft",57,0,,39.87878,-86.06904,,Devonshire
546,https://www.apartments.com/1524-n-colorado-ave-indianapolis-in/jnqrj56/,jnqrj56,46201,"$1,050",3 bd,1 ba,936 sq ft,49,33,"$1,050 deposit",39.78813,-86.0961,,Near Eastside
547,https://www.apartments.com/9578-n-park-ave-indianapolis-in/qx782hy/,qx782hy,46240,"$1,700",3 bd,1.5 ba,"1,722 sq ft",37,20,"$1,000 deposit",39.92622,-86.14955,0,Nora Far Northside
548,https://www.apartments.com/nine-eighteen-indianapolis-in/5h13z5m/,5h13z5m,46202,"$2,050",2 bd,2 ba,"1,268 sq ft",84,57,,39.77935,-86.15173,,Downtown Indianapolis
549,https://www.apartments.com/circa-apartments-indianapolis-in/vzx4fdd/,vzx4fdd,46204,"$1,289 - $2,640",Studio - 3 bd,1 - 3 ba,"472 - 1,460 sq ft",89,59,,39.77571,-86.1451,,Chatham Arch
550,https://www.apartments.com/3312-wallace-ave-indianapolis-in/6l6e2dt/,6l6e2dt,46218,$965,2 bd,1 ba,928 sq ft,24,37,,39.8162,-86.08926,,Martindale-Brightwood
551,https://www.apartments.com/3-br-2-bath-house-6146-wildcat-drive-indianapolis-in/9r9lnm4/,9r9lnm4,46203,"$1,375",3 bd,2 ba,"1,326 sq ft",3,0,,39.72215,-86.06093,,Indianapolis
552,https://www.apartments.com/8110-cedar-creek-ct-indianapolis-in/qmg9xvx/,qmg9xvx,46268,"$1,875",3 bd,2.5 ba,"2,068 sq ft",11,28,,39.90203,-86.22844,,Augusta
553,https://www.apartments.com/lincolnshire-broad-ripple-indianapolis-in/08ct7h0/,08ct7h0,46220,$849,1 bd,1 ba,525 sq ft,92,39,,39.86861,-86.14565,,Broad Ripple
554,https://www.apartments.com/sycamores-indianapolis-in/lfxzc1g/,lfxzc1g,46227,"$731 - $1,911",Studio - 4 bd,1 - 3 ba,"482 - 3,000 sq ft",54,30,,39.65048,-86.13052,,South Perry
555,https://www.apartments.com/stanford-court-speedway-in/we92wyj/,we92wyj,46224,"$558 - $1,048",1 - 2 bd,1 - 2 ba,"470 - 1,140 sq ft",13,0,,39.79033,-86.26915,,Speedway
556,https://www.apartments.com/penrose-on-mass-indianapolis-in/f0hdv7s/,f0hdv7s,46204,"$1,472 - $13,124",Studio - 2 bd,1 - 2 ba,"505 - 1,911 sq ft",96,63,$250 deposit,39.77487,-86.14989,,Chatham Arch
557,https://www.apartments.com/3630-n-denny-st-indianapolis-in/vnv6pkf/,vnv6pkf,46218,"$1,100",3 bd,1 ba,"1,204 sq ft",50,41,"$1,100 deposit",39.82297,-86.10179,,Forest Manor
558,https://www.apartments.com/2414-union-st-indianapolis-in/311tezf/,311tezf,46225,"$1,250",2 bd,1 ba,720 sq ft,44,31,"$1,250 deposit",39.73322,-86.15794,,Garfield Park
559,https://www.apartments.com/8060-chesterhill-way-indianapolis-in/ydj42dt/,ydj42dt,46239,"$1,495",3 bd,2 ba,"1,390 sq ft",23,0,,39.74315,-86.02438,,Raymond Park
560,https://www.apartments.com/634-deer-trail-drive-indianapolis-in/c28m28d/,c28m28d,46217,"$1,695",3 bd,2.5 ba,"1,568 sq ft",10,0,,39.65373,-86.17116,,Linden Wood
561,https://www.apartments.com/linden-square-indianapolis-in/q5yr41z/,q5yr41z,46234,"$1,045 - $1,935",1 - 3 bd,1 - 2.5 ba,"646 - 1,377 sq ft",29,0,,39.77982,-86.33122,,Indianapolis
562,https://www.apartments.com/st-agnes-indianapolis-in/6pz8wtt/,6pz8wtt,46202,$625 - $795,Studio - 1 bd,1 ba,375 - 750 sq ft,60,56,,39.78545,-86.15801,,Near Northside
563,https://www.apartments.com/fallwood-apartments-indianapolis-in/07kg0l3/,07kg0l3,46220,"$950 - $1,150",1 - 2 bd,1.5 - 2 ba,"760 - 1,300 sq ft",10,0,,39.8503,-86.09786,0,Millersville
564,https://www.apartments.com/8036-whistlewood-drive-indianapolis-in/k5nznz8/,k5nznz8,46239,"$1,650",3 bd,2 ba,"1,319 sq ft",23,0,,39.71465,-86.02416,,Five Points
565,https://www.apartments.com/8316-crosser-drive-indianapolis-in/zkdn7sx/,zkdn7sx,46237,"$1,695",3 bd,2 ba,"1,565 sq ft",6,0,,39.64709,-86.0551,,South Franklin
566,https://www.apartments.com/9148-centenary-lane-indianapolis-in/edmsz2m/,edmsz2m,46113,"$1,595",3 bd,2.5 ba,"2,328 sq ft",27,0,,39.64304,-86.32367,,Indianapolis
567,https://www.apartments.com/5617-sweet-river-dr-indianapolis-in/qsjwsmw/,qsjwsmw,46221,"$1,775",3 bd,2.5 ba,"1,992 sq ft",9,0,,39.6828,-86.25268,,Valley Mills
568,https://www.apartments.com/veridian-castleton-indianapolis-in/e4v0xqm/,e4v0xqm,46250,"$1,087 - $1,420",1 - 3 bd,1 - 2 ba,"824 - 1,416 sq ft",20,0,$200 deposit,39.89158,-86.0628,,Allisonville
569,https://www.apartments.com/3504-e-10th-st-indianapolis-in/y7g7emv/,y7g7emv,46201,"$1,550",3 bd,1 ba,"2,200 sq ft",61,37,"$1,550 deposit",39.78155,-86.10664,,Near Eastside
570,https://www.apartments.com/avery-point-indianapolis-in/e6rx97n/,e6rx97n,46250,"$1,040 - $1,955",1 - 2 bd,1 - 2.5 ba,"720 - 1,150 sq ft",33,30,,39.91121,-86.0494,,Castleton
571,https://www.apartments.com/riverbend-apartments-indianapolis-in/kd9l6e8/,kd9l6e8,46250,"$1,085 - $1,525",1 - 2 bd,1 - 2 ba,"605 - 1,327 sq ft",24,27,,39.91523,-86.08174,,Castleton
572,https://www.apartments.com/canal-overlook-apartments-indianapolis-in/bf4zh7c/,bf4zh7c,46202,"$1,115 - $1,845",Studio - 2 bd,1 - 2 ba,"456 - 1,025 sq ft",-,-,,39.77328,-86.16453,,The Canal
573,https://www.apartments.com/edison-at-meridian-hills-indianapolis-in/14y45t7/,14y45t7,46260,"$1,029 - $2,129",1 - 3 bd,1 - 2.5 ba,"900 - 2,600 sq ft",25,23,,39.87362,-86.17296,,Delaware Trails
574,https://www.apartments.com/artistry-indy-indianapolis-in/nkttveq/,nkttveq,46204,"$1,146 - $4,627",Studio - 3 bd,1 - 2 ba,"324 - 1,422 sq ft",93,68,$250 deposit,39.7681,-86.14975,,Market East
575,https://www.apartments.com/the-towers-at-crooked-creek-senior-housing-indianapolis-in/dedm88k/,dedm88k,46268,"$912 - $1,121",1 - 2 bd,1 ba,575 - 828 sq ft,58,28,,39.89932,-86.21779,,Augusta
576,https://www.apartments.com/townhomes-at-fall-creek-place-indianapolis-in/qs8znhy/,qs8znhy,46205,"$1,449 - $1,859",2 bd,1 - 2.5 ba,"890 - 1,385 sq ft",66,52,$200 deposit,39.80129,-86.15219,,Fall Creek Place
577,https://www.apartments.com/wynbrooke-senior-apartments-indianapolis-in/3yqsq4g/,3yqsq4g,46298,"$1,130 - $1,425",1 - 2 bd,1 - 1.5 ba,625 - 940 sq ft,1,0,,39.79339,-86.33871,,Avon
578,https://www.apartments.com/suncrest-apartments-indianapolis-in/js7tfx6/,js7tfx6,46241,"$911 - $1,209",1 - 2 bd,1 - 2 ba,648 - 940 sq ft,52,33,,39.75148,-86.2617,,Garden City
579,https://www.apartments.com/broad-ripple-flats-indianapolis-in/b0vncs9/,b0vncs9,46220,"$1,164",2 bd,1 ba,850 sq ft,81,39,,39.86436,-86.14656,,Broad Ripple
580,https://www.apartments.com/the-coil-indianapolis-in/f5q1jzs/,f5q1jzs,46220,"$1,303 - $3,139",Studio - 2 bd,1 - 2.5 ba,"519 - 1,676 sq ft",90,39,,39.87105,-86.14592,,Broad Ripple
581,https://www.apartments.com/2839-hazelview-ln-indianapolis-in/y53y3et/,y53y3et,46268,"$1,650",3 bd,2 ba,"1,200 sq ft",18,25,,39.87178,-86.20963,,Augusta
582,https://www.apartments.com/fountain-lake-villas-indianapolis-in/e55tvvn/,e55tvvn,46227,"$795 - $1,100",1 - 3 bd,1 - 2 ba,"777 - 1,293 sq ft",69,32,$200 deposit,39.6394,-86.12187,,South Perry
583,https://www.apartments.com/the-sheldrake-apartments-indianapolis-in/gcybyew/,gcybyew,46208,$545 - $900,Studio - 2 bd,1 ba,333 - 830 sq ft,68,52,,39.79879,-86.15743,,Near Northside
584,https://www.apartments.com/8901-river-crossing-blvd-indianapolis-in/h8e7rp2/,h8e7rp2,46240,"$2,334",2 bd,2 ba,"1,059 sq ft",48,30,,39.91644,-86.10584,,Keystone
585,https://www.apartments.com/5105-pike-creek-lane-indianapolis-in/mm1y6nk/,mm1y6nk,46254,"$1,795",3 bd,2.5 ba,"1,849 sq ft",21,29,,39.84224,-86.24769,,Snacks Guion Creek
586,https://www.apartments.com/3-br-15-bath-house-3737-n-chester-ave-indianapolis-in/5wc4ejq/,5wc4ejq,46218,"$1,250",3 bd,1.5 ba,"1,776 sq ft",51,40,,39.82451,-86.09988,,Forest Manor
587,https://www.apartments.com/pangea-hills-indianapolis-in/1ebfcf4/,1ebfcf4,46224,"$797 - $1,468",1 - 3 bd,1 - 2 ba,"625 - 1,076 sq ft",31,32,,39.7729,-86.25445,,Garden City
588,https://www.apartments.com/newly-remolded-spacious-two-bedroom-single-indianapolis-in/xlkpw3n/,xlkpw3n,46219,"$1,100",2 bd,1 ba,836 sq ft,42,29,,39.79625,-86.01264,,East Warren
589,https://www.apartments.com/10981-clear-spring-drive-camby-in/3h6w3kd/,3h6w3kd,46113,"$1,695",3 bd,2.5 ba,"1,964 sq ft",38,0,,39.63552,-86.32702,,Camby
590,https://www.apartments.com/riley-towers-indianapolis-in/d3q3fkh/,d3q3fkh,46204,"$927 - $3,623",Studio - 3 bd,1 - 2.5 ba,"355 - 2,000 sq ft",93,59,,39.77628,-86.15259,,Circle City
591,https://www.apartments.com/meridian-lakes-indianapolis-in/6cmw9er/,6cmw9er,46260,"$720 - $1,140",1 - 2 bd,1 - 2 ba,"475 - 1,140 sq ft",9,23,,39.88802,-86.17099,0,Delaware Trails
592,https://www.apartments.com/2230-english-ave-indianapolis-in/2pfthh9/,2pfthh9,46201,"$1,375",2 bd,1.5 ba,"1,728 sq ft",52,36,"$1,375 deposit",39.7599,-86.12454,,Near Southeast
593,https://www.apartments.com/2016-n-college-ave-indianapolis-in/xbxh3np/,xbxh3np,46202,"$2,350",5 bd,3 ba,"2,000 sq ft",59,49,"$2,350 deposit",39.79438,-86.14509,0,Martindale-Brightwood
594,https://www.apartments.com/11359-geist-bluff-ct-indianapolis-in/jnjccr7/,jnjccr7,46236,"$1,920",3 bd,2 ba,"1,807 sq ft",11,0,"$1,920 deposit",39.8965,-85.96553,,Indianapolis
595,https://www.apartments.com/pangea-vineyards-indianapolis-in/hsgrr03/,hsgrr03,46235,"$640 - $1,200",Studio - 2 bd,1 ba,414 - 840 sq ft,39,35,,39.83137,-85.98991,,Far Eastside
596,https://www.apartments.com/gardens-of-canal-court-indianapolis-in/n2n426m/,n2n426m,46202,"$1,094 - $1,568",1 - 2 bd,1 - 2 ba,"875 - 1,311 sq ft",78,55,,39.77731,-86.16644,,The Canal
597,https://www.apartments.com/westbury-court-indianapolis-in/sxe2e05/,sxe2e05,46268,"$571 - $1,075",1 - 3 bd,1 - 2.5 ba,"467 - 1,237 sq ft",31,25,,39.89436,-86.2404,,Augusta
598,https://www.apartments.com/3-br-2-bath-house-538-buffalo-ridge-ct-indianapolis-in/hzmk1k2/,hzmk1k2,46227,"$1,749",3 bd,2 ba,"1,406 sq ft",11,21,,39.64046,-86.14796,,Hill Valley
599,https://www.apartments.com/park-66-flats-indianapolis-in/1lgcv47/,1lgcv47,46220,"$1,421 - $1,833",Studio - 2 bd,1 - 2 ba,"651 - 1,228 sq ft",74,39,,39.87615,-86.14376,,Broad Ripple
600,https://www.apartments.com/11723-rossmore-drive-indianapolis-in/tqr9vh9/,tqr9vh9,46235,"$1,595",3 bd,2 ba,"1,472 sq ft",5,0,,39.84666,-85.95822,,Indianapolis
601,https://www.apartments.com/8735-blooming-grove-dr-indianapolis-in/c7rwzxg/,,,,,,,,,,,,,
602,https://www.apartments.com/creek-bay-at-meridian-woods-indianapolis-in/g7w9txz/,g7w9txz,46217,"$920 - $1,145",1 - 2 bd,1 - 2 ba,"720 - 1,020 sq ft",24,0,,39.66895,-86.17844,,Linden Wood
603,https://www.apartments.com/autumn-chase-indianapolis-in/bb8w3l9/,bb8w3l9,46227,"$1,009 - $1,385",1 - 3 bd,1 - 2 ba,"761 - 1,315 sq ft",4,16,,39.64537,-86.10235,,South Perry
604,https://www.apartments.com/wheeler-lofts-indianapolis-in/wf2nmdk/,wf2nmdk,46203,"$1,129 - $1,709",1 bd,1 ba,"1,515 sq ft",87,40,,39.74998,-86.14111,,Fountain Square
605,https://www.apartments.com/3-br-25-bath-house-10418-northern-danc-indianapolis-in/g7nn2yy/,g7nn2yy,46234,,,,,0,0,,39.80025,-86.33798,,Indianapolis
606,https://www.apartments.com/spicewood-indianapolis-in/cfbjm7e/,cfbjm7e,46227,$569 - $900,Studio - 3 bd,1 ba,"288 - 1,152 sq ft",49,34,,39.71211,-86.15187,,North Perry
607,https://www.apartments.com/parkhaven-apartments-indianapolis-in/tx4j6k8/,tx4j6k8,46219,$740 - $890,1 - 2 bd,1 - 1.5 ba,625 - 853 sq ft,13,30,$400 deposit,39.79421,-86.0276,,East Warren
